0;0.876581333;0.909830334;0.873235016;0.691210686;0.776240032;0.722629538;0.476379746;0.616092942;0.49707362;0.392693155;0.071555479;0.007641827;0.177418428;0.370751022;0.314960164;0.297564476;0.307006037;0.205634641;0.351557737;0.542445628;0.348612917;0.079703325;0.352512191;0.591054146;0.761174015;0.758519709;0.71128857;0.878872381;0.888350286;0.936360347
0.876581333;0;0.842394055;0.632894595;0.441659695;0.524027845;0.770833769;0.261100256;0.37927561;0.26779525;0.115908964;0.161751493;0.209989471;0.05696821;0.130812288;0.084161639;0.072136508;0.102113767;0.011089545;0.145534818;0.329427207;0.139704714;0.110494519;0.229698042;0.402828055;0.555977842;0.627654976;0.817554901;0.89835252;0.731059635;0.835562267
0.909830334;0.842394055;0;0.812424408;0.63767209;0.794636221;0.843106257;0.565099108;0.592537568;0.459919849;0.391171376;0.107239661;0.042582616;0.163814403;0.336330914;0.25295723;0.225512221;0.233554942;0.113026055;0.248262791;0.439745177;0.221085707;0;0.218766291;0.453935059;0.619768118;0.605947472;0.625799592;0.745664537;0.719234827;0.751521181
0.873235016;0.632894595;0.812424408;0;0.924730154;0.945456164;0.622163633;0.64629046;0.82778774;0.738153632;0.646033573;0.270736007;0.197242764;0.398111425;0.612358282;0.547611554;0.522333546;0.497800232;0.364648026;0.530352883;0.724963112;0.486274444;0.1995533;0.362744131;0.694373599;0.858122794;0.732725728;0.506543603;0.679282554;0.857651362;0.705578984
0.691210686;0.441659695;0.63767209;0.924730154;0;0.920566177;0.499131259;0.682081825;0.949951506;0.90057201;0.792622745;0.403460902;0.368051984;0.557789954;0.789691057;0.718353164;0.689840028;0.664319944;0.526930882;0.666000581;0.816257594;0.589500758;0.342818304;0.412774839;0.7312422;0.842019882;0.670233744;0.379045811;0.517128402;0.752492037;0.518242335
0.776240032;0.524027845;0.794636221;0.945456164;0.920566177;0;0.637752927;0.832179683;0.898039457;0.775148501;0.790834816;0.419028196;0.227718293;0.505804566;0.688370372;0.573698964;0.529554762;0.486960347;0.340139822;0.495162505;0.671675256;0.437906155;0.184117523;0.279927677;0.611807251;0.752218306;0.624904994;0.382896268;0.543213596;0.723661058;0.569938723
0.722629538;0.770833769;0.843106257;0.622163633;0.499131259;0.637752927;0;0.559601767;0.489853007;0.335787661;0.297674382;0.072828047;0.115052878;0.10541718;0.231798153;0.143863483;0.104835776;0.116455997;0;0.098865005;0.261997647;0.03809667;0.131207581;0.057077668;0.271245141;0.422273852;0.40069961;0.549510152;0.609360664;0.518927985;0.576462262
0.476379746;0.261100256;0.565099108;0.64629046;0.682081825;0.832179683;0.559601767;0;0.779751495;0.630539031;0.841253855;0.630208459;0.331346516;0.638646486;0.654862661;0.526606993;0.465413889;0.404608496;0.287854112;0.347578161;0.417235662;0.265783029;0.162562981;0.099681803;0.34345988;0.422579428;0.294201577;0.092197508;0.232721429;0.371402039;0.283514276
0.616092942;0.37927561;0.592537568;0.82778774;0.949951506;0.898039457;0.489853007;0.779751495;0;0.89567641;0.886766832;0.486396742;0.403276925;0.639369747;0.829560427;0.718586585;0.677698837;0.64152968;0.521883688;0.626114117;0.711891264;0.543928298;0.334444943;0.359260861;0.644957969;0.710126474;0.560022219;0.294616478;0.433105156;0.630251666;0.447983185
0.49707362;0.26779525;0.459919849;0.738153632;0.90057201;0.775148501;0.335787661;0.630539031;0.89567641;0;0.829709623;0.495070655;0.481435008;0.678427239;0.910275556;0.843318494;0.812728826;0.77479484;0.61317288;0.739096487;0.798509688;0.61984229;0.40905062;0.376596479;0.672697184;0.722748374;0.553051305;0.23642836;0.355925459;0.598338705;0.380889754
0.392693155;0.115908964;0.391171376;0.646033573;0.792622745;0.790834816;0.297674382;0.841253855;0.886766832;0.829709623;0;0.736430528;0.567231585;0.877268358;0.914815541;0.805669052;0.744236038;0.669154923;0.539256569;0.603729664;0.602985081;0.493836137;0.35480898;0.211925277;0.4871876;0.517655842;0.356609277;0.030603523;0.178099569;0.400180039;0.237964043
0.071555479;0.161751493;0.107239661;0.270736007;0.403460902;0.419028196;0.072828047;0.630208459;0.486396742;0.495070655;0.736430528;0;0.772959175;0.836339565;0.633844283;0.621820815;0.578591482;0.519168496;0.483940774;0.390438459;0.298612596;0.321763422;0.467465567;0.100898697;0.191777303;0.165733564;0.04479491;0.23357525;0.141720503;0.043093288;0.037112227
0.007641827;0.209989471;0.042582616;0.197242764;0.368051984;0.227718293;0.115052878;0.331346516;0.403276925;0.481435008;0.567231585;0.772959175;0;0.786316619;0.609594701;0.722288497;0.738547469;0.737577487;0.771693466;0.616261904;0.41003625;0.571952288;0.715411265;0.32877145;0.328386647;0.230121707;0.143120895;0.159069645;0.111159318;0.088983929;0.047473501
0.177418428;0.05696821;0.163814403;0.398111425;0.557789954;0.505804566;0.10541718;0.638646486;0.639369747;0.678427239;0.877268358;0.836339565;0.786316619;0;0.85446842;0.839580266;0.787645171;0.715655026;0.626211089;0.588562249;0.487772743;0.472096393;0.473000156;0.188422284;0.360429247;0.342457984;0.198753714;0.101668198;0.007715845;0.212306371;0.076518036
0.370751022;0.130812288;0.336330914;0.612358282;0.789691057;0.688370372;0.231798153;0.654862661;0.829560427;0.910275556;0.914815541;0.633844283;0.609594701;0.85446842;0;0.923426065;0.877741005;0.82604466;0.672711223;0.751542848;0.721885009;0.611846223;0.447154202;0.317159496;0.582412563;0.597988134;0.434253899;0.105712472;0.224053277;0.463413775;0.26595003
0.314960164;0.084161639;0.25295723;0.547611554;0.718353164;0.573698964;0.143863483;0.526606993;0.718586585;0.843318494;0.805669052;0.621820815;0.722288497;0.839580266;0.923426065;0;0.970708064;0.909796483;0.765540184;0.819289481;0.758042942;0.671969633;0.530568034;0.361049202;0.598803533;0.59156021;0.427813663;0.091938994;0.198914894;0.442516656;0.240657406
0.297564476;0.072136508;0.225512221;0.522333546;0.689840028;0.529554762;0.104835776;0.465413889;0.677698837;0.812728826;0.744236038;0.578591482;0.738547469;0.787645171;0.877741005;0.970708064;0;0.931213808;0.813012443;0.858618293;0.776789396;0.717123327;0.568173059;0.396560981;0.618372885;0.595669789;0.438445121;0.097633314;0.19510623;0.44129763;0.233465438
0.307006037;0.102113767;0.233554942;0.497800232;0.664319944;0.486960347;0.116455997;0.404608496;0.64152968;0.77479484;0.669154923;0.519168496;0.737577487;0.715655026;0.82604466;0.909796483;0.931213808;0;0.937835299;0.945087972;0.820298223;0.826878921;0.686731704;0.508382326;0.686499475;0.637832123;0.510277517;0.168910384;0.237524085;0.486674521;0.253930528
0.205634641;0.011089545;0.113026055;0.364648026;0.526930882;0.340139822;0;0.287854112;0.521883688;0.61317288;0.539256569;0.483940774;0.771693466;0.626211089;0.672711223;0.765540184;0.813012443;0.937835299;0;0.90886097;0.700310447;0.887402359;0.825467437;0.63407611;0.670455841;0.551684089;0.496911051;0.153267501;0.178983418;0.415861296;0.164648114
0.351557737;0.145534818;0.248262791;0.530352883;0.666000581;0.495162505;0.098865005;0.347578161;0.626114117;0.739096487;0.603729664;0.390438459;0.616261904;0.588562249;0.751542848;0.819289481;0.858618293;0.945087972;0.90886097;0;0.878092423;0.915735888;0.679815216;0.62062262;0.821086417;0.729873881;0.634493441;0.260838099;0.32455135;0.580280888;0.30335922
0.542445628;0.329427207;0.439745177;0.724963112;0.816257594;0.671675256;0.261997647;0.417235662;0.711891264;0.798509688;0.602985081;0.298612596;0.41003625;0.487772743;0.721885009;0.758042942;0.776789396;0.820298223;0.700310447;0.878092423;0;0.806578813;0.497599318;0.570314815;0.902274077;0.906550974;0.762062188;0.393306219;0.494948265;0.761196848;0.474217159
0.348612917;0.139704714;0.221085707;0.486274444;0.589500758;0.437906155;0.03809667;0.265783029;0.543928298;0.61984229;0.493836137;0.321763422;0.571952288;0.472096393;0.611846223;0.671969633;0.717123327;0.826878921;0.887402359;0.915735888;0.806578813;0;0.785676857;0.815698473;0.866448464;0.725240657;0.724212374;0.341179774;0.36076445;0.605961913;0.305174582
0.079703325;0.110494519;0;0.1995533;0.342818304;0.184117523;0.131207581;0.162562981;0.334444943;0.40905062;0.35480898;0.467465567;0.715411265;0.473000156;0.447154202;0.530568034;0.568173059;0.686731704;0.825467437;0.679815216;0.497599318;0.785676857;0;0.716935207;0.53226988;0.380619992;0.409397393;0.106062205;0.060138003;0.268047324;0.053620576
0.352512191;0.229698042;0.218766291;0.362744131;0.412774839;0.279927677;0.057077668;0.099681803;0.359260861;0.376596479;0.211925277;0.100898697;0.32877145;0.188422284;0.317159496;0.361049202;0.396560981;0.508382326;0.63407611;0.62062262;0.570314815;0.815698473;0.716935207;0;0.728315245;0.612792955;0.7500605;0.538590986;0.458021101;0.5977951;0.345465638
0.591054146;0.402828055;0.453935059;0.694373599;0.7312422;0.611807251;0.271245141;0.34345988;0.644957969;0.672697184;0.4871876;0.191777303;0.328386647;0.360429247;0.582412563;0.598803533;0.618372885;0.686499475;0.670455841;0.821086417;0.902274077;0.866448464;0.53226988;0.728315245;0;0.924580545;0.885785231;0.527344558;0.602697801;0.834957223;0.534387586
0.761174015;0.555977842;0.619768118;0.858122794;0.842019882;0.752218306;0.422273852;0.422579428;0.710126474;0.722748374;0.517655842;0.165733564;0.230121707;0.342457984;0.597988134;0.59156021;0.595669789;0.637832123;0.551684089;0.729873881;0.906550974;0.725240657;0.380619992;0.612792955;0.924580545;0;0.894700119;0.595193564;0.712265683;0.919225244;0.68887035
0.758519709;0.627654976;0.605947472;0.732725728;0.670233744;0.624904994;0.40069961;0.294201577;0.560022219;0.553051305;0.356609277;0.04479491;0.143120895;0.198753714;0.434253899;0.427813663;0.438445121;0.510277517;0.496911051;0.634493441;0.762062188;0.724212374;0.409397393;0.7500605;0.885785231;0.894700119;0;0.753175427;0.820525919;0.938603101;0.723299424
